pl_name,hostname,pl_letter,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_telescope,disc_instrument,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,st_spectype,st_rad,st_mass,st_metratio,st_age,st_dens,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_dist,sy_gaiamag,sy_tmag,sky_coord.ra,sky_coord.dec
Kepler-49 c,Kepler-49,c,1,4,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,2.55,0.227,5.9,0.01856,1.3,M1 V,0.53,0.55,[Fe/H],2.88,0.38433,19h29m10.68s,292.2945208,+40d35m30.52s,40.5918123,10.71393,73.2573,61.21726,306.74483,311.222,15.2293,14.3807,292.2945208,40.5918123
Kepler-50 b,Kepler-50,b,1,2,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,1.71,0.153,8.9,0.028,,,1.58,1.24,[Fe/H],3.8,0.441,19h12m24.22s,288.1009312,+50d02m01.26s,50.0336844,17.29263,80.87004,71.09211,308.01466,250.11,10.3621,9.9997,288.1009312,50.0336844
Kepler-50 c,Kepler-50,c,1,2,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,2.17,0.194,8.2,0.0258,,,1.58,1.24,[Fe/H],3.8,0.441,19h12m24.22s,288.1009312,+50d02m01.26s,50.0336844,17.29263,80.87004,71.09211,308.01466,250.11,10.3621,9.9997,288.1009312,50.0336844
Kepler-51 b,Kepler-51,b,1,3,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,7.1,0.633,2.1,0.007,0.03,,0.94,1.04,[M/H],0.3,2.16,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,12.36242,83.11258,68.6461,322.01086,783.831,14.6777,14.2045,296.4797624,49.9376486
Kepler-51 c,Kepler-51,c,1,3,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,9.0,0.803,4.0,0.013,0.03,,0.94,1.04,[M/H],0.3,2.16,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,12.36242,83.11258,68.6461,322.01086,783.831,14.6777,14.2045,296.4797624,49.9376486
Kepler-52 b,Kepler-52,b,1,3,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,2.1,0.187,135.0,0.42476,,M0 V,0.52,0.54,[Fe/H],3.55,8.09685,19h06m57.12s,286.7380152,+49d58m32.66s,49.9757383,18.08721,80.47826,71.36241,305.41902,321.542,15.0589,14.2572,286.7380152,49.9757383
Kepler-52 c,Kepler-52,c,1,3,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,1.84,0.164,45.4,0.14284,,M0 V,0.52,0.54,[Fe/H],3.55,5.69801,19h06m57.12s,286.7380152,+49d58m32.66s,49.9757383,18.08721,80.47826,71.36241,305.41902,321.542,15.0589,14.2572,286.7380152,49.9757383
Kepler-53 b,Kepler-53,b,1,3,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,2.89,0.258,111.0,0.34925,,,0.89,0.98,[Fe/H],0.3,1.97596,19h21m50.83s,290.4617926,+40d33m44.99s,40.5624966,11.95055,72.60483,61.61115,303.95743,1366.07,15.3877,14.911,290.4617926,40.5624966
Kepler-53 c,Kepler-53,c,1,3,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,3.17,0.283,36.0,0.11327,,,0.89,0.98,[Fe/H],0.3,0.29826,19h21m50.83s,290.4617926,+40d33m44.99s,40.5624966,11.95055,72.60483,61.61115,303.95743,1366.07,15.3877,14.911,290.4617926,40.5624966
Kepler-54 b,Kepler-54,b,1,3,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,2.1,0.187,21.5,0.068,12.8,M1 V,0.5,0.51,[Fe/H],13.8,0.18002,19h39m05.74s,294.7739245,+43d03m22.31s,43.0561976,10.1981,76.34485,62.9084,312.24657,271.701,15.8133,14.7983,294.7739245,43.0561976
Kepler-54 c,Kepler-54,c,1,3,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,1.23,0.11,19.8,0.062,58.5,M1 V,0.5,0.51,[Fe/H],13.8,5.0392,19h39m05.74s,294.7739245,+43d03m22.31s,43.0561976,10.1981,76.34485,62.9084,312.24657,271.701,15.8133,14.7983,294.7739245,43.0561976
Kepler-55 b,Kepler-55,b,1,5,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,2.43,0.217,43.0,0.135,16.5,,0.58,0.62,[Fe/H],2.34,0.0468,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,16.92531,74.25808,66.01988,297.575,578.796,15.7813,15.0506,285.1683291,44.0264898
Kepler-55 c,Kepler-55,c,1,5,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,2.21,0.197,69.8,0.22,35.5,,0.58,0.62,[Fe/H],2.34,0.02459,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,16.92531,74.25808,66.01988,297.575,578.796,15.7813,15.0506,285.1683291,44.0264898
Kepler-56 b,Kepler-56,b,1,3,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,6.51,0.581,22.1,0.07,0.442,,4.23,1.32,[Fe/H],3.5,0.0246,19h35m01.99s,293.7583002,+41d52m18.51s,41.871807,10.31441,74.92557,62.06589,309.82182,912.994,12.4298,11.7846,293.7583002,41.871807
Kepler-56 c,Kepler-56,c,1,3,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,9.8,0.874,181.0,0.57,1.06,,4.23,1.32,[Fe/H],3.5,0.0246,19h35m01.99s,293.7583002,+41d52m18.51s,41.871807,10.31441,74.92557,62.06589,309.82182,912.994,12.4298,11.7846,293.7583002,41.871807
Kepler-57 b,Kepler-57,b,1,2,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,2.19,0.195,115.0,0.36183,,,0.73,0.83,[M/H],0.6,2.74529,19h34m33.92s,293.6413146,+44d39m25.45s,44.6570692,11.65774,77.41261,64.69773,311.86785,644.14,14.7738,14.2169,293.6413146,44.6570692
Kepler-57 c,Kepler-57,c,1,2,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,1.55,0.138,9.1,0.02863,,,0.73,0.83,[M/H],0.6,0.07686,19h34m33.92s,293.6413146,+44d39m25.45s,44.6570692,11.65774,77.41261,64.69773,311.86785,644.14,14.7738,14.2169,293.6413146,44.6570692
Kepler-58 b,Kepler-58,b,1,4,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,2.78,0.248,35.5,0.1117,,,1.03,0.95,[Fe/H],2.14,1.2684,19h45m26.07s,296.3586251,+39d06m54.73s,39.1152033,7.26637,73.41902,58.79979,311.67716,969.252,14.8663,14.3672,296.3586251,39.1152033
Kepler-58 c,Kepler-58,c,1,4,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,2.86,0.255,53.0,0.16676,,,1.03,0.95,[Fe/H],2.14,0.05472,19h45m26.07s,296.3586251,+39d06m54.73s,39.1152033,7.26637,73.41902,58.79979,311.67716,969.252,14.8663,14.3672,296.3586251,39.1152033
Kepler-59 b,Kepler-59,b,1,2,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,1.1,0.098,1.37,0.0043,5.66,,0.94,1.04,[Fe/H],0.26,0.89116,19h08m09.48s,287.0394932,+46d38m24.60s,46.6401677,16.67763,77.30341,68.15248,302.72648,1163.22,14.2786,13.8637,287.0394932,46.6401677
Kepler-59 c,Kepler-59,c,1,2,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,1.98,0.177,4.58,0.0144,3.24,,0.94,1.04,[Fe/H],0.26,0.56653,19h08m09.48s,287.0394932,+46d38m24.60s,46.6401677,16.67763,77.30341,68.15248,302.72648,1163.22,14.2786,13.8637,287.0394932,46.6401677
Kepler-60 b,Kepler-60,b,1,3,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,1.71,0.153,4.19,0.01318,4.62,,1.26,1.04,[Fe/H],5.0,0.14551,19h15m50.70s,288.9612535,+42d15m54.17s,42.2650472,13.68998,73.69945,63.56774,302.69672,1025.1,13.9132,13.4729,288.9612535,42.2650472
Kepler-60 c,Kepler-60,c,1,3,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,1.9,0.17,3.85,0.01211,3.06,,1.26,1.04,[Fe/H],5.0,0.54873,19h15m50.70s,288.9612535,+42d15m54.17s,42.2650472,13.68998,73.69945,63.56774,302.69672,1025.1,13.9132,13.4729,288.9612535,42.2650472
Kepler-60 d,Kepler-60,d,1,3,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,1.99,0.178,4.16,0.01309,2.91,,1.26,1.04,[Fe/H],5.0,2.22287,19h15m50.70s,288.9612535,+42d15m54.17s,42.2650472,13.68998,73.69945,63.56774,302.69672,1025.1,13.9132,13.4729,288.9612535,42.2650472
Kepler-65 b,Kepler-65,b,1,4,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,1.42,0.127,2.4,0.0076,4.4,,1.41,1.25,[Fe/H],2.9,0.621,19h14m45.29s,288.6887221,+41d09m03.99s,41.1511076,13.41465,72.56961,62.55713,301.56513,303.728,10.9656,10.593,288.6887221,41.1511076
Kepler-65 c,Kepler-65,c,1,4,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,2.58,0.23,5.4,0.017,1.64,,1.41,1.25,[Fe/H],2.9,0.621,19h14m45.29s,288.6887221,+41d09m03.99s,41.1511076,13.41465,72.56961,62.55713,301.56513,303.728,10.9656,10.593,288.6887221,41.1511076
Kepler-65 d,Kepler-65,d,1,4,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,1.52,0.136,4.14,0.013,5.7,,1.41,1.25,[Fe/H],2.9,0.621,19h14m45.29s,288.6887221,+41d09m03.99s,41.1511076,13.41465,72.56961,62.55713,301.56513,303.728,10.9656,10.593,288.6887221,41.1511076
Kepler-79 b,Kepler-79,b,1,4,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,3.47,0.31,10.9,0.0343,1.43,,1.3,1.17,[M/H],3.44,0.741,20h02m04.11s,300.5171067,+44d22m53.58s,44.3815508,7.23801,79.57854,62.45244,321.69471,1020.72,13.8825,13.4763,300.5171067,44.3815508
Kepler-79 c,Kepler-79,c,1,4,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,3.72,0.332,5.9,0.019,0.62,,1.3,1.17,[M/H],3.44,0.741,20h02m04.11s,300.5171067,+44d22m53.58s,44.3815508,7.23801,79.57854,62.45244,321.69471,1020.72,13.8825,13.4763,300.5171067,44.3815508
Kepler-80 b,Kepler-80,b,1,6,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,2.67,0.238,6.93,0.0218,1.38,K5,0.68,0.73,[Fe/H],2.0,2.33,19h44m27.02s,296.1125759,+39d58m43.48s,39.9787451,7.85257,74.08669,59.67592,311.91322,369.451,14.7555,14.0239,296.1125759,39.9787451
Kepler-80 c,Kepler-80,c,1,6,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,2.74,0.244,6.74,0.02121,1.22,K5,0.68,0.73,[Fe/H],2.0,2.33,19h44m27.02s,296.1125759,+39d58m43.48s,39.9787451,7.85257,74.08669,59.67592,311.91322,369.451,14.7555,14.0239,296.1125759,39.9787451
Kepler-81 b,Kepler-81,b,1,3,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,2.42,0.216,17.2,0.054,6.67,M0 V,0.59,0.64,[M/H],3.63,4.19265,19h34m32.87s,293.6369437,+42d49m29.38s,42.8248275,10.83017,75.7459,62.99092,310.35558,348.291,15.004,14.2491,293.6369437,42.8248275
Kepler-81 c,Kepler-81,c,1,3,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,2.37,0.211,4.3,0.014,1.77,M0 V,0.59,0.64,[M/H],3.63,4.82896,19h34m32.87s,293.6369437,+42d49m29.38s,42.8248275,10.83017,75.7459,62.99092,310.35558,348.291,15.004,14.2491,293.6369437,42.8248275
Kepler-82 b,Kepler-82,b,1,5,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,4.07,0.363,12.15,0.03823,0.98,,0.9,0.91,[M/H],4.68,1.77,19h31m29.61s,292.8733696,+42d57m58.17s,42.9661583,11.39306,75.61681,63.31797,309.303,904.326,15.1377,14.6108,292.8733696,42.9661583
Kepler-82 c,Kepler-82,c,1,5,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,5.34,0.476,13.9,0.04373,0.494,,0.9,0.91,[M/H],4.68,1.77,19h31m29.61s,292.8733696,+42d57m58.17s,42.9661583,11.39306,75.61681,63.31797,309.303,904.326,15.1377,14.6108,292.8733696,42.9661583
Kepler-83 b,Kepler-83,b,2,3,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,2.83,0.252,42.1,0.132,10.2,M0 V,0.61,0.66,[Fe/H],3.09,6.12072,18h48m55.80s,282.2325197,+43d39m56.04s,43.6655662,18.77652,73.114,66.16107,292.28566,400.409,15.7832,14.9557,282.2325197,43.6655662
Kepler-83 c,Kepler-83,c,2,3,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,2.36,0.211,11.4,0.036,4.77,M0 V,0.61,0.66,[Fe/H],3.09,3.81596,18h48m55.80s,282.2325197,+43d39m56.04s,43.6655662,18.77652,73.114,66.16107,292.28566,400.409,15.7832,14.9557,282.2325197,43.6655662
Kepler-84 b,Kepler-84,b,1,5,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,2.23,0.199,40.0,0.126,19.8,,1.43,1.0,[Fe/H],3.98,0.08514,19h53m00.48s,298.2520208,+40d29m45.90s,40.4960842,6.68858,75.35385,59.57181,315.29512,1023.9,14.7902,14.3015,298.2520208,40.4960842
Kepler-84 c,Kepler-84,c,1,5,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,2.36,0.211,20.2,0.064,8.44,,1.43,1.0,[Fe/H],3.98,0.02901,19h53m00.48s,298.2520208,+40d29m45.90s,40.4960842,6.68858,75.35385,59.57181,315.29512,1023.9,14.7902,14.3015,298.2520208,40.4960842
Kepler-85 b,Kepler-85,b,1,4,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,1.97,0.176,4.54,0.0143,3.26,,1.24,0.92,[Fe/H],4.37,0.11974,19h23m53.63s,290.9734395,+45d17m24.99s,45.2902761,13.63209,77.15239,65.97078,308.1992,765.025,14.766,14.2626,290.9734395,45.2902761
Kepler-85 c,Kepler-85,c,1,4,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,2.18,0.194,20.9,0.066,11.1,,1.24,0.92,[Fe/H],4.37,0.54818,19h23m53.63s,290.9734395,+45d17m24.99s,45.2902761,13.63209,77.15239,65.97078,308.1992,765.025,14.766,14.2626,290.9734395,45.2902761
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,b,1,1,0,Microlensing,2012,1.8 m MOA Telescope,MOA CCD Array,12.4,1.11,3500.0,11.0,10.1,,,0.16,,,,18h10m11.342s,272.547258,-26d31m22.544s,-26.5229319,-3.50129,4.81028,-3.10383,272.28238,2800.0,,,272.547258,-26.5229319
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,b,1,1,0,Microlensing,2012,1.8 m MOA Telescope,MOA CCD Array,13.6,1.21,480.0,1.5,1.05,,,0.67,,,,18h06m07.44s,271.531006,-31d27m16.1s,-31.4544773,-5.09503,0.04599,-8.02221,271.3189,2300.0,,,271.531006,-31.4544773
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,b,1,1,0,Microlensing,2012,1.8 m MOA Telescope,MOA CCD Array,12.9,1.15,1500.0,4.8,3.84,,,0.86,,,,17h55m39.35s,268.913958,-28d28m36.65s,-28.4768472,-1.65488,1.52164,-5.04118,269.04167,7720.0,,,268.913958,-28.4768472
MOA-bin-1L b,MOA-bin-1L,b,1,1,0,Microlensing,2012,1.8 m MOA Telescope,MOA CCD Array,13.0,1.16,1200.0,3.7,3.0,,,0.75,,,,17h51m10.20s,261.7925,-29d47m38.3s,-29.7939722,2.92661,357.11306,-6.55856,262.83631,5100.0,,,261.7925,-29.7939722
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,b,1,1,0,Microlensing,2012,1.3 m Warsaw University Telescope,OGLE CCD Array,14.2,1.27,170.0,0.53,0.326,M,,0.26,,,,17h38m14.18s,264.559083,-27d08m10.1s,-27.1361389,2.33357,0.67004,-3.78843,265.14888,2570.0,,,264.559083,-27.1361389
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,b,1,2,0,Microlensing,2012,1.3 m Warsaw University Telescope,OGLE CCD Array,7.72,0.688,46.1,0.145,0.551,G5 V,,1.06,,5.0,,17h34m18.70s,263.577917,-27d08m33.9s,-27.14275,3.0665,0.19492,-3.83101,264.27483,4019.0,,,263.577917,-27.14275
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,c,1,2,0,Microlensing,2012,1.3 m Warsaw University Telescope,OGLE CCD Array,13.9,1.24,270.0,0.86,0.552,G5 V,,1.06,,5.0,,17h34m18.70s,263.577917,-27d08m33.9s,-27.14275,3.0665,0.19492,-3.83101,264.27483,4019.0,,,263.577917,-27.14275
PH1 b,PH1,b,4,1,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,6.18,0.551,169.0,0.531,,F,1.73,1.53,[Fe/H],2.0,0.293,19h52m51.62s,298.2150641,+39d57m18.31s,39.9550863,6.44039,74.86914,59.07937,314.85253,1033.16,13.6988,13.3065,298.2150641,39.9550863
Pr0201 b,Pr0201,b,1,1,0,Radial Velocity,2012,1.5 m Tillinghast Reflector Telescope,TRES Echelle Spectrograph,14.2,1.27,171.6282,0.54,0.329,,1.15,1.24,[Fe/H],,1.03503,08h41m43.78s,130.4324005,+20d13m36.54s,20.2268164,32.97009,205.42172,1.89702,127.50921,180.64,10.3508,9.9678,130.4324005,20.2268164
Pr0211 b,Pr0211,b,2,2,0,Radial Velocity,2012,1.5 m Tillinghast Reflector Telescope,TRES Echelle Spectrograph,13.4,1.2,597.5204,1.88,1.36,,0.83,0.94,[Fe/H],0.578,2.01172,08h42m11.46s,130.547744,+19d16m37.05s,19.276957,32.74444,206.52768,1.00746,127.85961,182.714,11.9281,11.3854,130.547744,19.276957
RR Cae b,RR Cae,b,2,1,0,Eclipse Timing Variations,2012,2.15 m Jorge Sahade Telescope,VersArray 1300B CCD Camera,13.0,1.16,1334.886,4.2,3.34,M,0.19,0.44,,,31.76099,04h21m05.61s,65.2733756,-48d39m15.34s,-48.6542601,-44.50181,255.71201,-68.04338,42.35213,21.1916,13.6576,12.6298,65.2733756,-48.6542601
WASP-41 b,WASP-41,b,1,2,0,Transit,2012,Canon 200mm f/1.8L,iKon-L CCD Camera,12.33,1.1,270.1555,0.85,0.742,,0.83,0.81,[Fe/H],1.2,2.01,12h42m28.51s,190.6188034,-30d38m23.34s,-30.6398176,32.19228,300.65384,-23.86097,202.37491,163.371,11.2823,10.7875,190.6188034,-30.6398176
WASP-42 b,WASP-42,b,1,1,0,Transit,2012,Canon 200mm f/1.8L,iKon-L CCD Camera,12.576,1.122,167.49641,0.527,0.464,,0.89,0.95,[Fe/H],4.4,1.885,12h51m55.49s,192.981203,-42d04m25.02s,-42.0736165,20.79804,303.02858,-33.26179,210.11006,177.291,11.9686,11.3728,192.981203,-42.0736165
WASP-47 b,WASP-47,b,1,4,0,Transit,2012,Canon 200mm f/1.8L,iKon-L CCD Camera,12.64,1.128,363.6,1.14401,0.989,,1.14,1.04,[Fe/H],6.5,0.998,22h04m48.74s,331.203092,-12d01m08.64s,-12.019067,-48.18707,45.74798,-0.20871,328.99173,264.78,11.7889,11.29,331.203092,-12.019067
WASP-49 b,WASP-49,b,2,1,0,Transit,2012,Canon 200mm f/1.8L,iKon-L CCD Camera,12.442,1.11,117.5971,0.37,0.288,G6 V,0.97,0.92,[Fe/H],11.9,1.43,06h04m21.53s,91.0897193,-16d57m55.40s,-16.9653901,-17.86,223.26522,-40.39949,91.36485,194.553,11.2907,10.8164,91.0897193,-16.9653901
WASP-52 b,WASP-52,b,1,1,0,Transit,2012,Canon 200mm f/1.8L,iKon-L CCD Camera,14.24,1.27,146.2,0.46,0.29,K2 V,0.79,0.87,[Fe/H],0.4,2.48,23h13m58.75s,348.4947931,+08d45m39.89s,8.7610793,-47.03849,86.18537,12.60095,352.91675,174.818,11.9537,11.3819,348.4947931,8.7610793
WASP-54 b,WASP-54,b,2,1,0,Transit,2012,Canon 200mm f/1.8L,iKon-L CCD Camera,17.71,1.58,187.5197,0.59,0.167,F9,1.76,1.08,[Fe/H],6.9,0.28,13h41m49.02s,205.4542456,-00d07m41.42s,-0.1281712,60.17515,328.93571,9.72433,203.63527,251.303,10.2441,9.87229,205.4542456,-0.1281712
WASP-55 b,WASP-55,b,2,1,0,Transit,2012,Canon 200mm f/1.8L,iKon-L CCD Camera,14.908,1.33,193.8763,0.61,0.329,,1.09,1.11,[Fe/H],1.1,1.2,13h35m01.97s,203.7581951,-17d30m12.59s,-17.5034961,44.13309,317.48266,-7.07163,208.40593,297.462,11.7747,11.3473,203.7581951,-17.5034961
WASP-56 b,WASP-56,b,2,1,0,Transit,2012,Canon 200mm f/1.8L,iKon-L CCD Camera,10.536,0.94,143.0235,0.45,0.583,G6,0.96,0.71,[Fe/H],6.2,1.14,12h13m27.85s,183.3660401,+23d03m20.47s,23.055687,80.491,236.20496,22.38321,173.40017,321.084,12.0028,11.5384,183.3660401,23.055687
WASP-57 b,WASP-57,b,1,1,0,Transit,2012,Canon 200mm f/1.8L,iKon-L CCD Camera,11.769,1.05,204.68252,0.644,0.693,G6,0.93,0.89,[Fe/H],2.6,1.568,14h55m16.79s,223.8199788,-02d03m27.67s,-2.0576866,48.2726,353.50394,14.02223,221.99144,398.276,12.7293,12.2688,223.8199788,-2.0576866
WASP-58 b,WASP-58,b,2,1,0,Transit,2012,Canon 200mm f/1.8L,iKon-L CCD Camera,16.029,1.43,308.2951,0.97,0.45,G2 V,1.22,1.06,[Fe/H],12.8,0.83,18h18m48.30s,274.7012534,+45d10m19.99s,45.1722194,24.35774,72.93325,68.46376,279.05221,290.404,11.6347,11.2311,274.7012534,45.1722194
WASP-59 b,WASP-59,b,1,1,0,Transit,2012,Canon 200mm f/1.8L,iKon-L CCD Camera,8.687,0.775,274.276,0.863,2.4,K5 V,0.61,0.72,[Fe/H],0.5,4.38,23h18m29.51s,349.6229547,+24d53m21.40s,24.889277,-33.36243,97.55966,26.81633,1.1196,115.936,12.3142,11.5549,349.6229547,24.889277
WASP-60 b,WASP-60,b,1,1,0,Transit,2012,Canon 200mm f/1.8L,iKon-L CCD Camera,9.864,0.88,174.8065,0.55,0.378,G1 V,1.17,1.19,[Fe/H],1.7,1.03,23h46m40.01s,356.6667136,+31d09m21.28s,31.1559115,-29.70224,106.98514,29.63473,10.61331,431.052,12.0196,11.5639,356.6667136,31.1559115
WASP-61 b,WASP-61,b,1,1,0,Transit,2012,Canon 200mm f/1.8L,iKon-L CCD Camera,15.805,1.41,851.7844,2.68,1.423,,1.55,1.82,[Fe/H],2.7,0.69,05h01m11.92s,75.2996637,-26d03m14.92s,-26.0541438,-34.76468,227.12097,-48.47218,69.88369,488.66,12.0702,11.7231,75.2996637,-26.0541438
WASP-62 b,WASP-62,b,1,1,0,Transit,2012,Canon 200mm f/1.8L,iKon-L CCD Camera,14.796,1.32,165.2716,0.52,0.262,,1.23,1.11,[Fe/H],2.6,0.85,05h48m33.56s,87.1398205,-63d59m17.98s,-63.9883286,-31.03364,273.41568,-87.16372,63.74897,175.631,10.0721,9.7109,87.1398205,-63.9883286
WASP-63 b,WASP-63,b,1,1,0,Transit,2012,Canon 200mm f/1.8L,iKon-L CCD Camera,15.805,1.41,117.5971,0.37,0.173,,1.86,1.28,[Fe/H],8.3,0.28,06h17m20.73s,94.3363562,-38d19m24.18s,-38.3233826,-22.72055,245.67215,-61.65467,97.17336,290.684,10.9185,10.439,94.3363562,-38.3233826
WASP-64 b,WASP-64,b,2,1,0,Transit,2012,Canon 200mm f/1.8L,iKon-L CCD Camera,14.247,1.271,403.945,1.271,0.823,G7,1.06,1.0,[Fe/H],1.2,1.196,06h44m27.58s,101.1149223,-32d51m30.20s,-32.8583878,-15.67381,242.23398,-55.65586,106.67683,369.926,12.5257,12.0506,101.1149223,-32.8583878
WASP-66 b,WASP-66,b,1,1,0,Transit,2012,Canon 200mm f/1.8L,iKon-L CCD Camera,15.693,1.4,746.9005,2.35,1.144,,1.76,1.33,[Fe/H],3.7,0.34,10h32m54.01s,158.2250301,-34d59m23.67s,-34.9899074,19.78216,273.27444,-40.31601,176.18087,500.258,11.5904,11.248,158.2250301,-34.9899074
WASP-67 b,WASP-67,b,1,1,0,Transit,2012,Canon 200mm f/1.8L,iKon-L CCD Camera,12.89,1.15,136.6669,0.43,0.388,,0.88,0.91,[Fe/H],12.6,1.88,19h42m58.52s,295.7438485,-19d56m59.03s,-19.9497314,-20.00635,20.13786,1.36115,294.10047,189.469,11.9141,11.355,295.7438485,-19.9497314
WASP-71 b,WASP-71,b,1,1,0,Transit,2012,Canon 200mm f/1.8L,iKon-L CCD Camera,13.227,1.18,441.7837,1.39,0.94,F8,1.82,0.76,[Fe/H],3.0,0.18,01h57m03.23s,29.2634506,+00d45m31.77s,0.7588247,-57.95664,155.08853,-10.50236,27.47673,362.715,10.5678,10.1638,29.2634506,0.7588247
WASP-72 b,WASP-72,b,1,1,0,Transit,2012,Canon 200mm f/1.8L,iKon-L CCD Camera,14.46,1.29,731.009,2.3,0.87,F7,2.18,2.78,[Fe/H],3.2,0.38,02h44m09.62s,41.0400779,-30d10m08.68s,-30.1690785,-65.14654,226.66477,-43.38378,26.19888,434.754,10.8378,10.4614,41.0400779,-30.1690785
WASP-77 A b,WASP-77 A,b,2,1,0,Transit,2012,Canon 200mm f/1.8L,iKon-L CCD Camera,13.787,1.23,529.81995,1.667,1.115,G8 V,0.91,0.9,[Fe/H],6.2,1.692,02h28m37.33s,37.1555223,-07d03m38.40s,-7.0606675,-59.43598,176.35044,-20.56103,32.34906,105.166,10.0966,9.62713,37.1555223,-7.0606675
WASP-78 b,WASP-78,b,1,1,0,Transit,2012,Canon 200mm f/1.8L,iKon-L CCD Camera,21.633,1.93,352.7913,1.11,0.131,,2.46,1.87,[Fe/H],2.8,0.18,04h15m01.50s,63.7562662,-22d06m59.00s,-22.1163901,-43.7651,218.3854,-42.52763,56.22497,754.258,12.1879,11.8282,63.7562662,-22.1163901
WASP-79 b,WASP-79,b,1,1,0,Transit,2012,Canon 200mm f/1.8L,iKon-L CCD Camera,17.15,1.53,270.15415,0.85,0.13,F5,1.51,1.39,[Fe/H],1.4,0.575,04h25m29.02s,66.3709016,-30d36m01.57s,-30.6004362,-43.44491,230.5419,-51.32643,56.4851,246.69,9.97202,9.6757,66.3709016,-30.6004362
WASP-80 b,WASP-80,b,1,1,0,Transit,2012,Canon 200mm f/1.8L,iKon-L CCD Camera,11.198,0.999,170.99254,0.538,0.717,K7-M0 V,0.59,0.58,[Fe/H],7.0,4.05,20h12m40.03s,303.1667996,-02d08m39.97s,-2.1444369,-19.00928,40.51938,17.36198,304.94131,49.7876,11.273,10.3622,303.1667996,-2.1444369
WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,b,1,1,0,Imaging,2012,10 m Keck II Telescope,NIRC2 Camera,10.468,0.934,6992.0,22.0,33.5,T8.5,0.09,0.03,,6.0,,12h17m56.91s,184.487125,+16d26m40.2s,16.4445,76.7974,265.23833,16.83245,177.37946,10.1,,,184.487125,16.4445
